age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry
23,3,15,10,4,6,5,4,0,0,1672,40,38
26,1,11,15,0,6,1,4,1,0,0,2,38
58,3,11,10,0,3,1,4,1,0,0,33,38
51,3,11,13,2,7,0,4,1,0,0,40,38
35,1,9,10,2,3,4,4,1,2907,0,20,38
21,3,0,13,4,0,4,4,1,0,0,40,38
57,3,9,9,0,11,1,4,0,0,0,20,38
19,3,10,7,4,12,3,4,1,0,0,35,38
23,3,1,9,0,6,0,4,1,0,0,40,38
36,5,11,13,4,2,4,4,0,0,0,20,38
42,3,11,10,4,3,0,4,0,0,0,40,10
23,3,9,6,4,14,0,4,1,0,0,40,38
28,3,11,15,2,13,0,4,0,0,0,40,38
41,3,15,10,2,3,4,4,1,0,0,72,38
65,3,11,15,2,5,5,4,1,0,0,45,38
47,6,7,9,2,14,0,4,1,0,0,60,38
19,6,11,10,0,2,0,2,1,0,0,45,38
29,3,15,13,2,4,0,4,1,0,0,40,38
38,3,9,10,2,5,0,4,0,0,0,50,38
32,1,12,10,2,12,5,4,1,0,0,35,38
56,3,15,14,4,9,0,4,1,0,0,45,38
37,3,11,7,4,14,0,4,0,0,1902,28,38
32,3,11,10,4,10,0,4,1,0,0,10,25
29,3,0,11,2,5,0,4,1,0,0,55,38
31,0,1,6,2,5,0,4,1,0,0,35,38
43,4,11,9,2,3,0,1,0,0,0,38,7
77,3,15,10,2,3,0,4,1,0,0,44,38
49,3,9,9,2,6,1,4,0,0,0,40,38
65,4,2,13,2,11,3,4,0,0,0,40,25
26,3,9,13,2,0,4,4,0,0,0,60,38
31,6,15,9,2,13,3,4,0,0,0,30,38
39,5,14,10,0,6,3,4,1,0,0,40,38
21,3,11,13,3,14,5,4,1,0,0,40,38
41,6,11,13,0,9,1,4,1,0,0,50,38
70,3,15,10,2,9,3,4,1,0,0,36,38
63,3,11,9,6,3,5,4,1,0,0,40,38
60,3,2,9,2,2,1,4,0,0,0,45,38
52,3,15,15,2,0,0,4,1,7688,0,70,38
25,3,9,13,0,14,0,4,1,0,1848,40,26
35,3,11,9,2,3,4,2,1,0,0,40,38
28,3,11,10,4,9,0,4,0,0,0,40,38
35,0,11,9,4,13,1,2,0,0,0,40,38
56,3,7,5,2,2,3,4,1,0,0,32,38
36,3,11,9,4,11,1,4,0,0,0,40,38
48,6,15,9,0,0,0,4,1,0,0,40,38
50,3,11,13,6,0,1,4,0,0,0,40,38
46,3,9,9,4,6,0,4,1,0,0,50,38
27,3,12,13,0,2,1,4,0,0,0,40,38
39,5,11,11,2,9,1,4,1,0,0,40,38
40,3,11,11,4,0,3,4,1,0,0,40,38
26,1,7,13,4,11,5,4,1,0,0,40,38
36,3,8,10,4,11,0,4,1,0,0,40,38
72,3,11,13,2,12,0,4,1,0,0,40,38
50,3,11,9,2,2,1,4,0,0,1719,55,13
45,3,7,9,4,13,0,4,0,0,0,40,38
19,3,15,10,0,13,1,4,1,0,0,16,38
45,3,15,9,4,13,1,4,1,0,0,40,38
52,3,5,10,2,3,0,4,1,0,0,40,38
46,3,9,10,2,0,0,4,0,0,0,40,38
45,7,11,9,6,0,1,4,1,0,0,40,38
66,1,12,10,4,9,2,2,1,0,0,40,38
28,1,8,9,2,9,3,4,1,0,0,60,38
54,4,14,10,4,14,4,4,1,0,0,50,39
21,3,12,10,2,9,1,4,1,0,0,40,38
36,6,15,13,2,14,3,4,1,0,0,50,38
23,3,9,9,2,2,3,2,1,0,0,45,38
18,3,9,12,0,2,0,4,0,0,0,40,38
23,3,11,14,2,6,3,4,1,0,0,40,38
31,3,15,9,2,5,3,4,1,0,0,45,38
26,3,11,2,0,0,0,4,1,15024,0,20,38
28,3,9,9,2,11,3,4,1,0,0,40,38
72,0,2,10,2,2,0,4,1,0,0,30,38
46,3,15,9,2,11,4,4,0,0,0,40,38
57,3,11,9,4,0,0,4,0,0,0,38,38
30,3,1,10,4,14,5,4,1,0,0,40,38
19,1,9,13,4,7,0,4,0,0,0,40,38
66,3,11,10,2,0,1,4,1,0,0,56,6
46,3,9,10,2,11,0,4,1,0,0,40,38
59,3,2,9,4,4,1,4,1,0,0,40,38
64,3,11,15,4,3,1,4,0,0,0,50,38
31,3,15,7,2,2,0,4,1,0,0,40,38
25,3,11,10,2,14,4,4,0,0,0,20,38
25,3,11,10,2,13,0,4,1,0,0,40,38
21,3,11,10,2,0,0,4,1,0,0,38,38
22,3,15,10,2,3,0,4,1,0,0,55,38
39,3,11,10,2,10,1,4,1,0,0,40,38
46,3,11,13,0,5,1,1,1,0,0,40,38
26,3,9,9,2,2,4,4,1,0,0,8,38
31,3,1,9,2,6,4,4,1,0,0,40,38
35,3,9,9,2,2,1,4,0,0,1485,25,38
33,3,14,10,2,9,4,4,1,0,0,40,38
28,3,15,14,0,2,3,2,1,0,0,40,38
19,3,15,12,4,3,1,2,0,0,1740,40,38
46,5,15,10,4,6,1,4,1,0,0,30,38
29,3,15,8,2,3,0,4,1,0,1617,40,38
23,3,11,10,4,2,5,4,1,0,0,41,38
50,3,15,14,0,5,0,4,1,0,0,32,31
56,3,15,5,2,5,1,4,1,0,0,56,38
28,3,4,9,0,2,1,2,0,0,0,40,38
20,3,11,6,2,11,0,4,0,0,1138,40,38
18,3,9,9,2,14,1,4,1,0,0,40,38
23,3,11,9,4,3,4,2,1,0,0,50,38
30,3,0,10,4,3,0,4,1,0,0,10,38
18,5,15,9,2,7,3,4,1,0,0,40,38
34,3,11,9,2,9,4,4,0,0,0,40,38
33,3,9,6,2,11,0,4,1,0,0,40,25
36,3,7,9,4,2,1,4,1,0,0,35,39
20,3,11,13,6,7,4,1,1,0,0,40,38
26,4,1,13,4,2,4,4,1,0,0,65,38
40,3,1,13,2,0,0,4,0,0,0,60,4
49,4,11,13,2,2,1,4,0,0,0,40,38
50,3,11,9,2,0,0,4,1,0,0,40,38
62,7,11,13,4,12,0,4,0,0,0,40,38
27,7,11,13,4,3,0,4,0,0,0,40,38
28,1,12,15,2,11,1,4,1,3137,0,40,38
48,7,11,9,2,11,1,4,1,0,0,55,38
30,3,11,9,4,11,1,4,1,0,0,55,38
23,3,11,10,4,0,1,4,0,0,0,45,25
31,3,11,12,2,14,3,4,0,0,1726,40,6
27,3,9,12,4,3,2,4,1,0,0,30,38
27,3,11,14,4,11,3,4,1,0,0,15,38
29,3,14,10,2,2,0,4,0,0,0,40,38
55,4,11,10,2,7,0,4,0,0,0,45,38
19,1,11,4,4,13,0,4,1,0,0,40,38
22,3,8,9,6,3,1,4,1,0,0,10,38
47,1,11,13,2,0,0,4,1,2829,0,40,38
34,3,8,9,0,3,0,4,0,0,0,50,38
24,3,8,9,2,14,0,4,1,0,0,40,38
49,3,11,13,2,12,0,2,1,0,2057,40,38
37,3,15,10,5,3,1,4,0,0,0,45,38
29,5,11,9,4,2,4,4,1,0,0,50,38
58,3,7,10,2,13,3,4,1,0,0,40,38
32,1,3,13,2,1,4,4,0,0,0,40,38
35,3,15,13,2,0,0,4,1,99999,0,40,38
22,1,15,4,4,0,3,2,1,0,0,40,38
36,3,11,16,2,5,1,4,1,0,0,40,38
26,3,15,9,0,2,0,4,1,0,0,40,38
32,3,11,13,0,11,1,4,0,0,0,36,38
38,4,12,9,4,6,3,4,1,0,0,65,29
41,3,11,10,2,9,1,4,0,3325,0,19,38
18,6,9,4,5,0,1,4,1,0,0,65,38
40,3,12,9,4,2,0,4,1,0,0,24,38
45,3,12,10,4,7,0,4,0,0,0,25,38
34,3,9,10,2,10,1,2,1,0,0,40,38
38,3,15,14,0,7,1,2,0,0,0,60,38
41,3,9,13,4,0,1,2,0,0,0,40,38
27,3,11,14,2,13,1,4,1,0,0,40,38
29,3,11,10,2,12,1,4,0,0,0,70,38
61,4,11,9,2,9,1,4,1,0,0,18,39
51,5,2,9,4,3,0,4,1,0,0,60,8
55,3,11,14,4,14,1,4,0,0,0,35,38
33,3,11,9,0,3,0,4,1,0,0,40,38
43,3,14,13,2,13,3,4,1,0,0,60,38
23,6,14,9,2,9,0,4,1,0,0,40,38
52,3,15,9,2,9,3,4,1,0,0,60,38
57,5,15,14,4,5,1,4,1,0,0,52,38
30,3,9,9,2,0,0,4,1,0,0,40,38
45,3,8,13,4,14,3,4,0,0,0,25,38
42,1,9,13,2,13,0,4,1,0,0,30,38
30,0,6,7,2,9,0,4,0,7688,0,40,38
33,0,11,10,4,11,0,4,1,0,0,40,38
63,3,11,9,4,13,0,2,0,0,0,25,38
81,3,15,13,2,11,3,4,0,0,0,48,38
49,5,11,9,0,6,1,4,1,0,2377,5,38
46,3,11,9,5,3,3,4,0,0,0,40,38
26,3,11,9,2,2,0,4,1,0,0,20,38
50,3,11,9,4,7,1,4,1,0,0,40,38
46,3,9,9,2,3,1,4,0,0,0,40,38
28,6,9,13,4,7,1,4,1,0,0,40,38
44,7,9,9,0,13,0,4,1,0,0,40,38
27,3,0,9,0,2,1,4,1,0,0,32,38
46,3,15,10,4,0,0,4,1,0,0,40,38
49,3,11,9,4,2,1,4,0,0,0,35,38
25,3,9,13,4,11,0,4,1,0,0,23,38
20,0,15,9,4,9,3,4,0,0,0,40,38
37,3,11,9,0,10,0,4,1,0,0,40,38
66,3,1,10,2,0,0,2,0,0,0,40,38
27,5,1,13,2,3,1,4,0,0,0,60,38
21,5,9,10,4,5,1,2,1,0,1672,40,38
65,3,7,7,4,3,1,4,1,0,2559,70,38
40,7,11,9,2,7,1,2,1,0,0,5,38
71,3,5,5,6,5,1,4,0,0,0,35,38
55,3,15,9,4,13,0,4,1,3942,0,40,38
56,7,1,13,2,10,4,0,1,0,0,40,38
36,4,11,11,2,13,1,4,1,0,0,40,38
54,3,11,11,2,14,0,4,0,2597,0,30,38
23,3,11,6,4,13,0,4,0,3103,0,48,38
47,3,15,9,6,0,0,2,1,0,1902,40,38
24,3,8,9,2,0,4,4,0,2176,1429,54,38
21,3,15,13,4,11,1,4,0,0,0,30,38
59,7,15,10,0,11,1,4,1,15024,0,50,9
39,3,15,12,4,9,5,4,1,0,0,50,38
27,7,11,9,4,11,0,4,1,0,0,35,38
38,3,8,9,2,13,0,4,1,0,0,20,38
50,3,7,6,5,6,1,2,0,0,0,40,38
37,3,9,13,2,9,0,4,0,0,0,40,38
60,3,11,8,6,11,4,4,1,0,0,40,38
32,3,11,13,2,0,0,4,1,0,0,60,38
66,3,11,13,2,6,0,4,0,0,0,40,38
20,3,12,13,0,2,1,4,1,0,0,60,38
33,3,1,12,2,2,0,4,1,0,0,60,38
42,3,11,9,4,0,1,4,0,0,0,16,38
48,3,1,9,2,0,1,4,0,0,0,40,38
21,5,9,16,6,11,0,4,1,0,0,35,38
19,3,11,13,0,14,0,4,0,0,0,40,38
48,3,12,9,4,2,3,4,0,1848,0,42,38
35,7,7,4,2,6,4,4,0,0,0,50,39
36,1,5,9,2,6,0,4,1,0,0,60,38
34,3,9,14,2,9,0,4,0,0,0,75,38
35,7,11,11,2,13,1,4,0,0,0,60,38
22,1,15,9,2,9,1,2,0,0,0,20,38
34,3,9,13,0,6,0,4,0,0,0,24,38
45,3,15,13,0,11,1,4,1,0,0,40,38
22,3,7,15,4,10,4,4,0,0,0,40,38
24,3,11,13,2,13,0,4,0,0,0,45,38
67,3,9,9,2,10,0,4,1,0,0,38,39
23,3,5,9,0,13,0,4,0,0,0,60,38
19,3,11,9,2,0,3,4,1,0,0,60,38
37,3,9,10,4,6,0,4,0,0,0,25,38
45,3,12,14,2,14,3,4,1,0,1887,40,38
29,3,12,9,4,9,2,4,1,0,0,40,38
42,3,11,13,4,0,0,4,1,0,0,15,38
23,3,11,7,2,0,1,4,0,0,0,50,38
39,3,11,13,4,4,0,1,1,0,1721,66,38
29,3,11,5,2,9,3,4,1,34095,0,38,38
37,3,15,9,2,3,1,4,0,0,0,40,29
67,3,7,14,4,12,0,4,1,0,0,50,38
41,3,12,10,2,11,0,4,1,0,0,50,38
22,3,11,9,2,2,0,4,1,3781,0,45,4
60,3,14,12,2,8,0,4,1,0,0,40,38
31,3,15,10,4,3,5,4,0,0,0,40,38
29,3,11,9,2,4,3,4,0,0,0,40,38
22,3,14,9,2,3,1,4,1,0,0,50,38
52,3,0,7,2,14,4,4,0,0,1876,30,38
47,3,11,13,2,11,5,4,0,0,0,70,38
47,3,14,8,3,5,1,4,1,0,0,40,38
33,3,11,13,2,3,1,4,1,0,0,52,38
38,1,9,9,4,9,2,2,0,0,0,40,38
31,3,15,14,2,11,0,2,1,0,0,12,38
23,6,15,9,2,11,3,4,1,15024,0,55,38
18,7,11,9,4,11,2,2,1,0,0,45,38
54,3,11,9,4,6,1,4,1,0,0,40,38
45,6,4,8,0,5,0,2,1,0,0,40,38
35,3,14,9,4,11,1,4,1,0,0,40,38
34,3,11,9,2,2,3,4,0,0,0,40,38
39,3,4,5,0,7,0,4,1,0,0,40,38
31,3,9,10,2,3,1,4,1,0,0,35,39
20,7,15,13,0,11,1,4,0,0,0,40,38
32,5,11,14,2,9,0,4,1,0,0,35,38
52,3,11,10,2,0,1,4,1,0,0,50,38
48,3,11,12,2,13,4,4,1,2829,0,40,38
44,3,6,9,4,2,1,4,1,0,0,45,25
29,3,11,10,4,11,0,4,0,0,0,50,39
47,1,11,9,4,0,1,4,1,0,0,40,38
17,3,11,10,2,11,1,1,1,0,0,45,38
31,3,8,6,4,7,2,2,1,0,0,40,38
29,3,1,9,2,9,4,4,0,0,0,40,38
42,3,11,9,4,5,4,4,1,0,0,40,38
52,3,15,13,2,3,1,4,0,0,0,15,38
26,3,9,7,2,7,0,4,0,0,0,40,38
20,3,11,10,4,11,1,4,0,0,0,40,38
44,4,11,7,2,3,1,4,1,0,0,45,38
19,3,15,6,4,3,0,4,1,0,0,40,38
32,3,15,10,0,12,0,4,1,0,0,40,38
37,3,11,9,2,2,0,4,0,0,0,40,38
38,4,5,10,2,2,1,4,1,0,0,50,38
53,3,9,9,4,0,0,2,1,0,0,40,38
35,3,11,9,5,7,3,4,1,0,0,40,38
39,3,9,9,2,4,3,4,1,0,0,40,38
56,1,15,9,4,2,0,4,0,0,0,60,38
24,3,11,4,2,5,3,4,1,0,1092,40,38
36,1,9,9,4,2,1,4,0,0,0,45,38
72,3,11,6,0,5,0,4,1,7298,0,32,38
29,3,12,10,2,0,4,4,1,0,0,30,38
58,3,9,13,4,11,4,2,0,0,0,35,38
22,3,9,9,2,9,3,4,1,0,0,40,38
75,7,5,13,2,9,3,2,0,0,0,35,38
21,3,12,9,2,0,1,4,1,0,0,50,38
22,3,9,13,4,7,0,4,1,0,0,40,38
28,3,8,10,4,14,0,4,1,0,0,40,38
29,3,15,15,4,14,4,4,1,0,0,28,38
40,3,15,10,2,7,3,4,0,0,0,45,38
56,3,11,2,2,3,4,4,1,0,0,60,39
20,6,11,11,2,9,4,4,1,0,0,40,40
33,3,11,10,2,13,3,4,1,0,0,40,38
61,4,9,9,0,3,1,3,0,0,0,40,38
56,5,10,10,2,14,4,4,0,0,0,40,38
48,3,15,3,2,6,0,4,1,0,0,40,38
45,3,11,10,2,11,2,4,0,0,0,40,38
42,1,11,8,2,11,0,4,0,0,0,48,38
22,3,15,10,2,11,0,4,1,0,0,40,38
20,3,15,10,4,13,4,4,1,0,0,40,38
31,3,15,12,4,0,0,4,1,0,0,40,38
28,3,2,9,4,11,3,4,1,0,0,50,38
23,3,11,9,4,5,3,4,0,0,0,40,38
35,3,7,14,5,2,3,4,0,0,0,40,38
26,4,5,13,2,3,0,4,0,0,0,25,38
71,3,15,9,2,11,0,4,1,0,0,40,38
23,6,9,6,2,9,3,4,1,0,0,40,38
44,3,12,10,0,10,1,2,1,0,0,40,4
69,3,9,13,4,9,1,4,1,7688,0,40,38
60,0,11,7,2,5,0,4,0,0,0,40,38
21,3,8,9,0,2,3,4,0,0,0,40,38
34,7,9,10,0,9,0,4,1,0,0,40,38
53,3,11,13,2,3,3,4,0,0,0,40,38
51,3,4,10,5,12,1,4,0,0,0,50,38
23,3,12,9,4,0,1,4,1,0,0,99,38
18,1,12,9,4,7,3,4,1,0,0,38,38
54,3,10,12,0,14,1,4,1,0,0,40,38
44,3,8,16,2,12,0,4,1,6418,1876,30,38
39,7,15,9,4,2,0,4,1,0,0,45,38
19,3,9,11,4,9,0,4,1,0,0,40,38
28,7,14,12,2,3,0,4,0,0,0,8,38
20,3,11,13,0,11,3,4,0,0,0,40,38
56,3,15,9,4,0,0,4,1,0,0,40,38
35,1,9,10,2,11,1,4,1,0,0,48,38
50,3,5,9,5,2,0,4,1,0,0,40,38
54,3,15,14,0,4,3,4,1,4386,0,40,38
17,3,11,13,0,7,0,4,0,0,0,40,38
27,3,15,13,2,10,0,4,1,0,0,12,38
40,1,1,10,0,0,0,4,1,0,0,40,38
50,5,7,9,2,9,1,4,1,0,0,40,38
21,3,1,9,2,4,1,4,1,0,0,20,38
24,3,13,13,4,9,1,4,0,0,0,45,38
70,3,11,9,2,9,2,4,1,2174,0,50,38
52,3,8,14,2,11,5,4,1,0,0,30,38
51,3,15,9,4,9,0,4,0,0,0,40,38
46,3,9,13,2,11,1,4,1,0,0,40,38
64,3,15,9,2,3,0,4,1,0,0,40,38
30,0,15,9,2,12,0,4,1,0,0,40,38
25,3,9,9,2,4,1,4,1,0,0,40,38
17,0,11,14,4,2,1,4,1,0,0,45,38
39,3,8,3,5,9,3,4,1,0,0,60,38
35,3,11,13,2,2,1,4,1,15020,0,40,38
51,7,1,13,0,11,0,4,1,4865,0,60,38
20,3,11,9,2,11,1,4,1,0,0,10,38
51,3,0,13,2,2,0,4,0,3103,0,25,38
18,3,9,13,0,13,2,4,1,0,0,45,38
33,3,15,10,4,3,3,4,0,0,0,42,38
29,3,10,10,2,2,0,4,1,0,0,24,38
42,1,11,9,4,7,3,4,1,0,0,40,38
26,5,9,7,0,9,5,4,0,0,0,4,38
54,3,8,10,2,13,1,4,1,0,0,40,39
29,3,15,10,2,3,1,4,0,0,0,40,38
61,3,9,10,3,14,1,4,0,0,0,40,38
20,3,11,9,2,2,3,4,0,8614,0,48,38
27,3,15,9,4,6,1,4,0,0,0,25,39
21,3,5,14,2,9,0,4,0,0,0,40,38
24,3,11,14,5,13,1,4,1,0,0,50,38
60,3,9,9,4,10,4,4,0,0,0,40,38
33,7,15,2,4,14,1,4,0,0,0,24,38
35,3,5,13,2,2,1,4,0,0,0,60,38
22,6,15,10,4,11,3,4,0,0,0,60,38
46,3,10,10,2,11,0,2,0,0,0,40,38
34,3,9,10,4,7,3,4,1,9386,0,40,38
34,3,9,6,4,6,1,4,1,0,0,40,38
47,3,11,9,2,3,4,4,1,0,0,10,38
29,3,7,14,4,5,0,4,0,27828,0,50,38
44,3,15,6,0,3,1,4,0,0,0,30,38
19,3,15,15,0,2,1,4,1,0,2001,40,38
41,3,11,9,0,5,4,4,1,0,0,40,38
53,3,15,13,2,11,4,4,1,0,0,40,38
45,0,11,2,2,5,1,4,1,0,0,55,38
28,6,11,11,4,3,0,4,0,0,0,35,38
32,3,9,9,4,14,0,4,0,0,0,50,38
23,3,15,13,2,6,4,4,0,2829,0,40,38
41,6,11,13,5,9,4,2,0,0,0,40,38
45,7,11,9,4,11,0,4,1,0,0,40,38
18,5,11,10,2,7,1,4,1,0,0,40,38
21,3,11,11,4,5,0,4,1,0,0,40,38
28,3,11,11,2,2,5,4,1,0,0,40,38
34,3,15,9,2,3,0,2,1,1797,0,60,38
22,3,9,9,0,5,5,4,0,0,0,15,38
25,3,11,7,0,9,0,4,1,0,0,50,38
45,5,11,9,0,3,1,4,0,0,0,40,38
26,7,11,13,2,11,0,4,1,0,0,40,38
35,3,1,6,0,0,0,4,1,0,0,40,38
31,3,15,6,2,5,1,4,1,0,0,45,38
23,1,15,9,5,0,0,1,1,0,0,48,38
67,0,11,9,2,3,3,4,1,0,0,40,38
41,3,11,9,4,2,1,4,1,0,0,40,38
45,3,11,9,2,11,3,4,1,0,0,40,38
40,3,6,13,2,2,3,4,1,0,0,50,38
44,3,15,12,2,11,3,4,1,0,0,40,38
40,3,9,12,6,2,5,4,0,0,0,22,38
35,3,1,8,2,11,1,4,1,0,0,40,32
46,3,11,10,2,6,0,4,1,0,0,38,38
22,3,15,14,2,13,0,4,0,0,0,50,38
22,3,11,13,2,9,0,4,1,0,0,45,38
51,3,11,9,2,11,0,0,0,0,0,40,5
39,3,15,10,2,3,1,4,1,0,0,50,38
21,3,1,9,2,9,0,4,0,0,0,42,38
25,7,11,14,2,2,1,4,1,0,0,40,38
29,3,15,13,5,2,0,4,1,0,0,40,38
24,1,15,13,0,0,0,4,0,0,0,40,7
18,3,8,9,0,12,1,4,1,0,0,50,38
34,3,8,9,2,3,0,4,1,0,0,40,7
45,7,11,10,4,9,1,4,1,0,0,40,38
31,3,15,14,4,10,1,4,1,2176,0,40,38
66,3,9,13,3,3,0,4,1,0,0,48,38
23,3,7,13,2,3,3,4,0,0,0,40,38
78,5,15,10,2,0,0,4,1,0,0,45,38
24,5,15,9,4,2,1,4,1,0,0,50,38
32,1,9,9,4,5,1,4,1,0,0,40,38
21,5,5,4,4,0,1,4,1,0,0,45,38
28,3,11,13,0,7,4,4,1,4386,0,40,38
42,3,9,7,2,11,4,4,0,0,0,40,38
52,3,11,9,4,2,3,4,1,15024,0,48,38
18,1,12,9,4,5,5,4,1,0,0,70,38
19,3,11,9,2,6,1,4,1,0,0,48,34
48,4,2,13,4,5,0,4,1,0,0,50,38
43,5,9,11,2,13,0,4,1,0,0,5,38
23,7,9,9,2,6,4,4,1,0,0,40,38
33,3,8,13,2,12,0,4,1,0,0,45,38
33,3,15,10,4,9,4,4,1,0,0,40,38
47,3,11,9,2,3,0,4,1,0,0,48,39
48,3,15,10,2,9,1,4,0,0,0,35,38
21,3,12,5,5,2,0,4,1,0,0,29,25
24,3,7,5,2,9,0,4,0,0,0,40,38
56,3,9,12,4,3,0,4,1,3103,0,40,38
19,3,15,9,0,2,4,4,0,0,0,45,38
29,3,9,9,2,0,4,4,1,2202,0,60,38
35,3,9,9,2,13,0,4,1,0,1617,50,38
34,0,0,10,4,3,1,4,1,0,0,37,38
27,3,11,14,0,9,0,4,1,0,0,40,38
87,4,15,9,5,0,0,4,1,0,0,45,38
25,3,9,16,4,13,0,2,1,0,0,55,38
21,3,8,11,4,9,1,4,1,0,0,40,38
29,1,11,13,4,14,3,2,0,0,0,30,38
20,3,11,10,2,14,4,4,1,15024,0,50,38
29,3,1,10,2,9,1,2,1,0,0,40,38
29,3,0,12,4,9,3,4,0,99999,0,40,38
44,3,12,11,2,7,4,4,1,0,0,35,38
46,3,15,9,2,0,4,4,1,0,0,40,39
69,3,9,9,5,7,3,4,1,0,0,35,38
18,7,6,9,2,11,0,4,1,0,0,16,38
31,3,8,9,2,2,4,4,1,0,0,40,4
37,4,11,9,2,13,1,4,1,5178,0,40,39
40,3,8,3,2,3,0,4,1,0,0,45,38
37,3,15,3,2,14,4,4,1,0,0,52,38
31,3,11,10,2,2,0,4,1,0,0,15,38
32,7,7,16,4,7,1,4,1,0,0,30,38
52,3,9,10,4,7,1,2,1,0,0,50,38
21,3,12,10,2,13,5,4,1,0,0,40,38
31,3,6,8,2,13,1,4,0,0,0,40,38
39,3,15,10,4,9,4,4,0,0,1602,45,38
32,3,15,14,4,9,0,4,1,0,0,30,38
38,3,11,9,2,7,3,4,1,15024,0,40,38
21,0,1,9,2,13,4,4,1,0,0,40,38
40,4,9,4,2,9,3,4,0,0,0,46,3
49,1,11,9,4,0,4,4,1,5013,0,19,38
18,7,15,10,4,0,4,4,1,0,0,40,25
20,5,11,9,4,12,0,4,0,0,1977,50,38
56,3,1,2,2,0,0,4,0,0,0,30,38
45,7,11,13,4,2,3,4,0,1264,1902,40,38
58,7,1,13,2,9,0,4,1,0,0,45,38
36,3,11,10,0,7,1,3,0,0,0,35,38
31,3,9,6,2,5,0,4,0,0,0,40,38
19,7,9,6,4,5,4,4,1,0,0,16,38
48,3,11,13,2,9,3,4,0,0,0,50,38
38,3,10,3,4,0,1,4,0,0,0,60,13
29,3,9,14,2,9,3,4,1,0,0,40,38
34,3,4,9,4,2,3,4,1,0,0,50,38
26,0,0,9,2,0,0,4,0,0,2258,35,38
38,3,8,13,4,3,0,4,0,0,0,40,38
36,3,8,6,4,13,3,4,1,0,0,50,38
57,3,3,9,4,0,3,4,0,0,0,40,38
49,3,11,15,2,9,1,4,1,0,0,45,38
40,3,7,9,2,3,0,2,1,0,0,40,38
33,3,11,10,6,14,0,4,0,0,0,40,38
29,0,12,9,4,6,0,2,1,0,0,55,38
54,7,9,14,4,9,0,4,0,0,0,40,38
20,1,8,10,2,14,4,4,1,0,0,50,38
40,3,3,10,2,9,0,4,1,0,0,40,38
20,3,15,12,2,2,1,4,1,0,0,40,38
33,3,0,11,4,0,3,4,0,0,0,50,38
72,3,15,9,2,6,1,4,1,0,0,40,38
23,3,11,9,0,2,0,4,1,0,0,50,38
45,6,15,15,2,13,0,4,1,0,0,40,38
63,4,8,9,6,2,2,3,1,0,0,40,38
58,3,0,10,4,2,2,4,0,0,0,40,38
29,3,15,9,5,12,0,4,1,0,0,40,38
34,1,6,10,2,2,2,4,0,0,0,50,38
38,3,1,9,2,2,0,4,1,0,0,20,38
30,3,15,13,6,7,0,1,1,15024,0,10,38
21,3,15,10,4,2,4,4,0,0,0,40,38
47,5,9,10,4,0,0,4,0,0,0,48,38
58,1,15,10,4,0,0,4,0,0,0,55,38
19,6,9,14,2,14,4,4,1,0,0,40,38
34,3,11,9,4,10,0,4,1,0,0,40,38
17,3,15,13,0,13,3,4,1,0,0,40,38
66,0,11,10,6,3,3,4,0,0,0,40,38
37,3,15,6,4,7,5,2,1,0,0,50,38
37,7,1,10,0,5,0,2,1,0,0,40,38
51,3,15,10,1,0,1,3,1,0,0,40,38
43,3,11,10,2,0,1,4,1,0,0,30,38
22,3,9,9,0,6,0,2,0,20051,0,44,38
21,3,12,14,2,12,5,4,1,0,0,55,38
61,7,14,9,0,6,1,4,1,0,0,35,38
17,3,0,7,2,9,0,4,1,2176,0,55,38
61,1,12,9,2,0,5,4,1,0,0,40,38
36,3,15,10,6,11,0,4,0,0,0,70,25
35,5,9,15,2,9,0,4,1,0,0,45,38
49,3,12,9,4,14,3,4,1,14344,0,40,38
35,3,11,9,4,0,3,4,1,0,0,40,39
40,3,11,13,0,11,1,4,0,0,0,40,38
33,3,15,10,0,9,1,4,1,0,0,60,38
45,3,1,10,2,9,0,4,1,0,0,40,38
47,5,1,9,0,9,0,4,1,0,0,40,38
33,3,11,13,4,3,1,4,1,0,0,45,38
36,3,11,9,4,5,1,4,1,0,0,40,38
42,3,11,9,2,13,4,1,1,0,0,48,38
44,1,3,9,4,13,3,4,1,0,0,40,38
39,3,9,14,4,3,4,4,1,0,0,35,38
20,1,11,13,4,7,2,4,1,0,0,40,38
18,3,5,10,4,3,5,4,1,0,0,70,19
38,5,11,9,0,7,3,2,1,0,0,40,38
50,3,1,13,5,10,3,4,0,0,0,50,38
63,8,15,14,2,0,0,4,1,0,0,50,38
23,3,11,13,2,13,1,4,0,0,0,45,38
52,1,15,13,4,3,1,2,1,0,0,40,38
60,7,11,9,2,11,0,2,0,3908,0,45,38
64,7,15,10,4,10,5,4,0,0,0,20,38
25,3,11,8,0,11,1,4,0,15024,0,40,38
32,3,1,13,2,0,1,4,1,0,0,20,38
43,3,9,14,6,6,0,2,0,0,0,40,25
35,5,9,13,2,9,0,4,1,0,0,15,38
28,5,9,9,2,9,0,4,1,0,0,40,38
48,7,5,9,4,12,0,2,1,0,0,40,38
33,7,11,9,4,14,4,4,1,0,0,40,38
20,3,9,9,2,0,3,4,1,0,0,40,38
31,3,9,9,2,2,0,4,0,0,0,65,38
31,3,7,6,4,11,1,1,0,0,0,45,38
